"Id","NIF__c","Name","BillingStreet","BillingCity","BillingPostalCode","BillingCountryCode"
"00124000014JERsAAO","503847488","FANTOFFICE, LDA","ESTRADA NACIONAL 13, 110, EDIFÍCIO VIA NORTE TRADE CENTER","MAIA","4470-177","PT"
"0012400000kPhDqAAK","507682211","DIMEXA - DISTRIBUIÇÃO, IMPORTAÇÃO E EXPORTAÇÃO, LDA","RUA DA CERÂMICA","MATOS DA VILA","3105-166","PT"
"0012400000kPbvTAAS","514090723","AB15, UNIPESSOAL, LDA","AVENIDA AFONSO III, 13 6ºDTO.","LISBOA","1900-039","PT"
"0011o00001UevBLAAZ","514187310","PERFECTBRAIN, LDA","AVENIDA DO PACIFICO, 4 APT 902","LISBOA","1990-291","PT"
"0011o00001UetYHAAZ","505565188","LIVE SOUND, LDA","ZONA INDUSTRIAL DE TENTÚGAL, 228","MOURÃO","3140-580","PT"
"0012400001050IsAAI","509416896","IMPACTFREE, LDA","RUA DOUTOR ANTÓNIO PASSOS, 64","VILA REAL DE SANTO ANTÓNIO","8900-291","PT"
"0012400001050LnAAI","509412041","IMOBILEMAGIC - MOBILE EXPERIENCES, LDA","RUA DO PARQUE POENTE, 39","SEQUEIRA","4705-002","PT"
"0012400001050PGAAY","509407609","SUGESTÃO DINÂMICA,UNIPESSOAL, LDA","URBANIZAÇÃO DOS GANILHOS, LOTE 2 2ºESQ","GANILHOS","2460-612","PT"
"0011o00001UgqpNAAR","513581723","MAMEDE & AZEVEDO, LDA","RUA MOAGEM, 8","VILA RUIVA","3520-224","PT"
"001240000105QStAAM","507567862","INOFORMAT - SOLUÇÕES PARA A GESTÃO, LDA","RUA DOUTOR JOSÉ FILIPE ÁLVARES, 29","FARO","8005-220","PT"
"0012400000rf0OCAAY","509892809","UNIVERSO EM MINIATURA, LDA","LARGO DA FEIRA NOVA, 15, FRACÇÃO F","SÃO PEDRO DO SUL","3660-437","PT"
"0012400000rezrMAAQ","501518479","RIAL - REPRESENTAÇÃO DE INFORMÁTICA DE ÁGUEDA, LDA","RUA DOUTOR MANUEL ALEGRE, 36 R/C","ÁGUEDA","3750-139","PT"
"001240000105P4LAAU","506926974","KEEPITSIMPLE - SISTEMAS DE INFORMAÇÃO, LDA","RUA AMÉRICO DURÃO, 18 2ºC","LISBOA","1900-064","PT"
"001240000105O3TAAU","507725611","KING GATES PORTUGAL, UNIPESSOAL, LDA","ZONA INDUSTRIAL DE NEIVA, 123, RUA ZONA INDUSTRIAL 2ªFASE","NEIVA","4935-232","PT"
"001240000105OIsAAM","505345978","FIRST SOLUTIONS - SISTEMAS DE INFORMAÇÃO, S.A.","RUA CONSELHEIRO COSTA BRAGA, 502F","MATOSINHOS","4450-102","PT"
"001240000105POZAA2","507260309","GRASSHOPPER - SISTEMAS DE INFORMAÇÃO, LDA","RUA DOUTOR CARLOS PIRES FELGUEIRAS, 173 4º SALA C","MAIA","4470-157","PT"
"001240000105OlMAAU","506527018","JORGE CARVALHO, SOCIEDADE UNIPESSOAL, LDA","RUA VAU, 349 - FINZES","SÃO MARTINHO BOUGADO","4785-229","PT"
"001240000104zNgAAI","213489570","GERALDES, CARLOS ALBERTO SOARES MARTINS","RUA CIDADE DE ALMADA, 24 1ºFR","CORROIOS","2855-115","PT"
"001240000105OgNAAU","506464601","MEDIMIX - COMÉRCIO E REPRESENTAÇÃO DE EQUIPAMENTOS MÉDICOS, UNIPESSOAL, LDA","RUA JOSÉ TRAVASSOS, 35A LOJA A","LISBOA","1600-410","PT"
"001240000105Oi7AAE","506484165","HELSEN - CONSULTING, UNIPESSOAL, LDA","RUA NOSSA SENHORA DA PAZ, 71 - URBANIZAÇÃO PINHEIRAL","MAIA","4470-804","PT"
"001240000105PAzAAM","506993710","CSMILL - COMÉRCIO DE MÁQUINAS E ACESSÓRIOS INDUSTRIAIS, LDA","RUA DONA MARIA I, 56","CASAL DO RELVAS","2440-354","PT"
"001240000105PDuAAM","507987349","FIRST SOLUTIONS PARTNERS , S.A.","AVENIDA DUQUE DE LOULÉ, 123 2º SALA 5 - STUDIO OFFICE MARQUÊS","LISBOA","1050-089","PT"
"001240000105Qp2AAE","509224776","MOBIOFFICE - COMÉRCIO DE EQUIPAMENTOS DE ESCRITÓRIO, LDA","RUA DE SÃO GONÇALO, 235","PONTA DELGADA","9500-110","PT"
"001240000104zmkAAA","506939553","CÉLIA M.GONÇALVES, LDA","RUA DE GUILHERME SANTOS, 10 - ROQUES","ROQUES","3100-679","PT"
"0012400001051NnAAI","509302017","MODSET, UNIPESSOAL, LDA","RUA DO PENEDO, 28, HAB 3.2, VALADARES","VILA NOVA DE GAIA","4405-589","PT"
"001240000104zolAAA","509490425","F. N. ELECTRÓNICA - COMÉRCIO DE COMPONENTES ELECTRÓNICOS, LDA","RUA 5 DE OUTUBRO, 130","GONDOMAR","4420-086","PT"
"0012400001051o0AAA","507142802","COLORCENTER - ARTIGOS DE ESCRITÓRIO, LDA","RUA DO RASO, ZONA INDUSTRIAL NORTE ESPINHEL","ORONHE","3750-404","PT"
"0012400001051rEAAQ","510300499","CLOUDINFO, LDA","RUA AUGUSTO SIMÕES, 627","MAIA","4470-147","PT"
"0012400001051rFAAQ","507216253","LEANDRO & MARTINS, LDA","RUA DA CASA NOVA, 8","PEDREIRAS","2970-541","PT"
"001240000105O55AAE","509077102","PAINEL MÁGICO , LDA","RUA DA FLORESTA, S/N","GAFANHA DA ENCARNAÇÃO","3830-527","PT"
"001240000105ORaAAM","507824008","CDSI - CONCEPÇÃO E DESENVOLVIMENTO DE SISTEMAS DE INFORMAÇÃO, LDA","RUA MÁRIO ELOY, 6 4ºA - QUINTA DAS PEDREIRAS","LISBOA","1750-311","PT"
"001240000105R1mAAE","507647602","REMOTELOG, LDA","QUINTA DE SANTO ESTEVÃO, LOTE 18 LOJA A","VISEU","3515-145","PT"
"001240000105O5KAAU","507750934","AMT - CONSULTING, LDA","AVENIDA TOMÁS RIBEIRO, 43 BLOCO 1 PISO 0C, EDIFÍCIO NEOPARK","CARNAXIDE","2790-221","PT"
"001240000105QU6AAM","507570782","IDEAVITY, LDA","RUA FERNANDES TOMÁS, 424 5º SALA 8","PORTO","4000-210","PT"
"001240000105PHQAA2","507997476","CSIDE - SOLUÇÕES INTELIGENTES, S.A.","RUA DO CAVACO, 96","VILA NOVA DE GAIA","4400-408","PT"
"001240000105Qz5AAE","509222889","ARTVISION - BUSINESS SOLUTIONS, LDA","RUA I, 1 R/C, PÓLO TECNOLÓGICO DE LISBOA","LISBOA","1600-546","PT"
"001240000105RBVAA2","509216870","DOUBLEH - SOLUÇÕES GLOBAIS, LDA","RUA SÃO NICOLAU, 14 FRACÇÃO D","SANTA MARIA DA FEIRA","4520-248","PT"
"001240000105QYnAAM","509270700","ACTIVE LINK, UNIPESSOAL, LDA","AVENIDA DOUTOR RIBEIRO DE MAGALHÃES, 794 4ºDTO.","FELGUEIRAS","4610-108","PT"
"001240000105ObPAAU","507843061","AUTODIAG, UNIPESSOAL, LDA","RUA DO FAGUNDO, 9","ALBERGARIA","2430-078","PT"
"001240000105OP9AAM","507812212","WRIGHTIA, S.A.","RUA ANTÓNIO CHAMPALIMAUD, LOTE 3","LISBOA","1600-514","PT"
"001240000105OBDAA2","509042058","REGISCONQUISTA ENERGIA, UNIPESSOAL, LDA","RUA BATALHA DO VIMEIRO, 2","LOURINHÃ","2530-133","PT"
"001240000105QKtAAM","507533194","EMA21 - ENGENHARIA E MANUTENÇÃO INDÚSTRIAL SÉCULO XXI, S.A.","PÓLO INDUSTRIAL DA PORTUCEL, MITRENA","SETÚBAL","2910-738","PT"
"001240000105OdzAAE","506259218","EQUIFLEX - COMERCIO DE EQUIPAMENTO DE ESCRITORIO, UNIPESSOAL, LDA","EDIFÍCIO DOM MANUEL, 2ºD","LIXA","4615-676","PT"
"001240000105BQ5AAM","505154838","G.H.S.I. - GLOBAL HARDWARE E SISTEMAS DE INFORMÁTICA, LDA","LARGO EUGÉNIO SALVADOR, 3 2ºESQ.","QUEIJAS","2790-340","PT"
"001240000105O6SAAU","509081681","DENGUN, LDA","RUA DAS VIOLETAS, LOTE 76, URBANIZAÇÃO MONTE BRANCO","GAMBELAS","8005-201","PT"
"001240000105QSeAAM","509259642","NEOPARTS - EQUIPAMENTOS, S.A.","AVENIDA INFANTE DOM HENRIQUE, LOTE 35","LISBOA","1800-218","PT"
"001240000105PMLAA2","508011841","SYSDEV, LDA","URBANIZAÇÃO RIBAS PARQUE, 21 R/C","ÍLHAVO","3830-237","PT"
"001240000105TFYAA2","508948703","MN WEB, LDA","CALÇADA CONDE DE TOMAR, 48","CRUZ QUEBRADA","1495-202","PT"
"001240000105OH6AAM","505337185","DATAZERO, SERVIÇOS DE INFORMÁTICA E INTERNET, LDA","RUA DO ROSSIO, 77","SERPA","7830-371","PT"
"001240000105T2UAAU","507699491","JOSÉ ALBERTO SALGADO ARREDA - COMÉRCIO E ASSISTÊNCIA DE SISTEMAS DE CONTROLO NUMÉRICO COMPUTORIZADO, UNIPESSOAL, LDA","TRAVESSA DO ARNEIRO, 3","ESCRAVILHEIRA","2560-194","PT"
"0011o00001UgriGAAR","509513166","X. OFFICE, UNIPESSOAL, LDA","AVENIDA BARRANCO DE CEGOS, 33A","VILA FRANCA DE XIRA","2600-209","PT"
"001240000105OOBAA2","509106234","PMLMP, LDA","RUA DE JARDIM, 23 - VILAR DO PARAISO","VILA NOVA DE GAIA","4405-827","PT"
"001240000104zvIAAQ","507747461","E.H. - SOLUÇÕES INTEGRADAS, LDA","RUA DA PISCINA, 19 6ºDTO.","MIRAFLORES","1495-151","PT"
"0012400001050FyAAI","509429564","DIGITALWKS - PRODUÇÕES WEB E DIGITAIS, S.A.","RUA LUÍS ADELINO FONSECA, LOTE 1ª","ÉVORA","7005-345","PT"
"0012400001050deAAA","509391800","SOUNDTOUR, LDA","RUA DO PASTOR, 10","BOA VISTA","2420-438","PT"
"0012400001054G8AAI","507527186","TSISTEMAS, LDA","RUA MANUEL VALENTIM DUARTE, 10 DEP.3","VENDA DO PINHEIRO","2665-562","PT"
"0012400001050fkAAA","507087135","VIHU - EQUIPAMENTOS DE VIGILÂNCIA, LDA","RUA SERPA PINTO, 164","SÃO JOÃO DA MADEIRA","3700-285","PT"
"001240000105TOTAA2","508078601","SAMPAIO & SAMPAIO, LDA","RUA DO CAMPO ALEGRE, 1306 3ºSALAS 301/302","PORTO","4150-174","PT"
"001240000105QINAA2","507288947","ARCELVEZ - ELECTROTECNIA, LDA","PASSOS, NAVE 8","PASSOS","4970-786","PT"
"001240000105OhpAAE","507850963","ALL DOMOTICS, S.A.","PARQUE INDUSTRIAL DE LOULÉ, LOTE 3, EDIFÍCIO INOVACENTER","LOULÉ","8100-272","PT"
"001240000105R4TAAU","507647793","FOQUIMDENTAL, LDA","RUA 44, 30 CAIXA POSTAL 5111 - PARQUE INDUSTRIAL DA QUIMIGAL","BARREIRO","2830-571","PT"
"001240000105ODiAAM","507763777","INFORAPOSTA - SOLUÇÕES DE GESTÃO, LDA","AVENIDA ANTÓNIO CHAMPALIMAUD, LOTE 1","LISBOA","1600-514","PT"
"001240000105OkwAAE","507888162","THE GROWING COMPANY, S.A.","RUA DE ARGILA, 620/624","ALFENA","4445-027","PT"
"001240000105OBcAAM","509091733","CRESOTEK, LDA","RUA CAMILO CASTELO BRANCO, 45","LEÇA DO BALIO","4465-768","PT"
"001240000105OQDAA2","509116426","SMBS, LDA","RUA DAS SARDINHEIRAS, 3","BELVERDE","2845-504","PT"
"0011o00001Uf8GFAAZ","506616398","AAC - EMPILHADORES, LDA","QUINTA DO SIMÃO SUL, ARMAZÉM 7","AVEIRO","3800-042","PT"
"001240000105T5QAAU","508033543","CODEVISION, S.A.","RUA DOUTOR MANUEL JOSÉ DE OLIVEIRA MACHADO, 39, DUME","BRAGA","4700-058","PT"
"001240000105UAGAA2","508905796","TARAMBOLA - SOLUÇÕES MULTIMÉDIA, LDA","RUA MONTENEGRO, 205 1º DTO.","FAFE","4820-280","PT"
"001240000105U3bAAE","508911176","PIERENERGY, LDA","RUA LUÍS DE CAMÕES, 131","SANTO TIRSO","4780-497","PT"
"001240000105PKZAA2","508001072","AVANCELCOM - TELECOMUNICAÇÕES E INFORMATICA, LDA","RUA DO SERRADO, 2B, CONDOMÍNIO DA ENCOSTA","BENEDITA","2475-115","PT"
"001240000105O42AAE","504892711","LOBOSOLAR - ENERGIAS RENOVÁVEIS, LDA","RUA B, 11","ÉVORA","7005-872","PT"
"001240000105OE7AAM","505225930","MEGAVÍRUS - COMÉRCIO DE EQUIPAMENTOS INFORMÁTICOS, UNIPESSOAL, LDA","RUA EGAS MONIZ","VILA NOVA DE PAIVA","3650-219","PT"
"001240000105OYGAA2","505933853","FLUXOTERM - CLIMATIZAÇÃO, LDA","RUA DA UCHA, 24","COVA ALTA","2495-108","PT"
"001240000105OtKAAU","506781712","AGILIOR - SISTEMAS DE INFORMAÇÃO, S.A.","RUA QUINTINHAS, 1, OUTURELA","CARNAXIDE","2790-145","PT"
"001240000105Qt8AAE","507640780","LASERMAQ, LDA","RUA DA ESTRADA, 439 TRAZ","MAIA","4470-600","PT"
"001240000105ShBAAU","508022169","PHBP - ELECTRÓNICA, S.A.","ESTRADA DE ALFRAGIDE, 43","AMADORA","2610-005","PT"
"001240000105TxXAAU","508935393","PICAROTE & BAGANHA, LDA","RUA DOS CASTELOS, 231 LOJA 22","PORTO","4250-117","PT"
"001240000105U9XAAU","508843090","HSI - SOLUÇÕES INFORMÁTICAS, UNIPESSOAL, LDA","AVENIDA HUMBERTO DELGADO, 397","SANTA MARIA OLIVEIRA","4765-803","PT"
"001240000105UDiAAM","508875951","EMPIMOREIRA - MANUTENÇÃO E ASSISTÊNCIA TÉCNICA, LDA","RUA ADÁRIO GONÇALVES MOREIRA, 5","VILAR DO PINHEIRO","4485-826","PT"
"0012400001BZyaJAAT","514083417","UNIVERSO VERSÁTIL - CONSULTORIA, UNIPESSOAL, LDA","RUA BARÃO DE SABROSA, 217 SALA 3","LISBOA","1900-089","PT"
"0012400001BbpjWAAR","513634380","FAST YUBUY, S.A.","AVENIDA JOSÉ MALHOA, 16F 1º BLOCO A, EDIFÍCIO EUROPA","LISBOA","1070-159","PT"
"0012400001BbpfOAAR","509104720","THOUGHT CREATOR, LDA","AVENIDA JOSÉ MALHOA, 16F BLOCO A 1º, EDIFÍCIO EUROPA","LISBOA","1070-159","PT"
"0012400001BaCbgAAF","509441963","PTWIDE - SOLUÇÕES DE ENGENHARIA, LDA","RUA JOSÉ RIBEIRO DA COSTA, 110","CARTAXO","2070-099","PT"
"0012400001BaEpfAAF","504653997","PLUSTÉCNICA - INSTALAÇÕES TÉCNICAS ESPECIAIS, SOCIEDADE UNIPESSOAL, LDA","RUA DOUTOR NOBRE DE OLIVEIRA, 13 4ºFTE.","SILVES","8300-154","PT"
"0012400001BbOaCAAV","507751078","EVIDENSYS, UNIPESSOAL, LDA","RUA DO CAMPO DE FUTEBOL, 270 ESCRITÓRIO I","TIRES","2785-609","PT"
"0012400001BZxn2AAD","513053093","PAULO MIGUEL LIMA, UNIPESSOAL, LDA","PRAÇA MANUEL FERNANDES DA SILVA, 58","BRAGA","4715-244","PT"
"0012400001BbJd0AAF","510289509","WE SPACE INTELLIGENT, LDA","AVENIDA FERNÃO DE MAGALHÃES, 676 3ºSALA 2.1","COIMBRA","3000-174","PT"
"0012400001BambIAAR","500878579","RAIVEL & SOBRAL, LDA","MIMOSA","MIMOSA","7565-101","PT"
"0012400000YDORTAA5","501991220","EDICÓPIA - SOCIEDADE DE EQUIPAMENTOS DE ESCRITÓRIO, LDA","ESTRADA NACIONAL 109, 38C R/C DTO., QUINTA DO SIMÃO","AVEIRO","3800-228","PT"
"001240000105QHUAA2","509371345","MEEVO - TRADING E REPRESENTAÇÕES, LDA","RUA DE ENGENHEIRO JOÃO TALLONE, LOTE 5 - ZONA INDUSTRIAL DA MAIA I SECTOR IX","MAIA","4470-516","PT"
"001240000105QccAAE","509234364","DIGITAL DEVOTION, LDA","RUA DA ALDEIA NOVA, 141 - ALDEIA NOVA","ÁRVORE","4480-105","PT"
"0012400000Uey5MAAR","508080975","RICOH PORTUGAL, UNIPESSOAL, LDA","VIA ENGENHEIRO EDGAR CARDOSO, 23 1º, EDIFÍCIO TOWER PLAZA","VILA NOVA DE GAIA","4400-676","PT"
"001240000105QFsAAM","507272730","COOL LINK - SERVIÇOS INFORMÁTICOS E DE CONSULTADORIA, LDA","AVENIDA DA BOAVISTA, 1015 5º SALA 503","PORTO","4100-128","PT"
"0011o00001UfBbuAAF","505668408","BATADEC - COMÉRCIO DE EQUIPAMENTOS DENTÁRIOS, LDA","CENTRO DE NEGÓCIOS DE VILA NOVA DA BARQUINHA, LOTE 26","ATALAIA","2260-067","PT"
"0012400001GG5G9AAL","513258329","GADGETPROEZA, UNIPESSOAL, LDA","AVENIDA ALFREDO BARROS, 60 4ºESQ., FRAIÃO","BRAGA","4715-350","PT"
"0012400001GpCjlAAF","502843470","PINTOINVESTE - COMÉRCIO E ALUGUER DE BENS E SERVIÇOS, LDA","RUA CAPELO E IVENS, 117 E 119","SANTARÉM","2000-039","PT"
"0012400001HYmlrAAD","514378840","LKO, UNIPESSOAL, LDA","RUA BARTOLOMEU, 8","PALHAGUEIRAS","2560-044","PT"
"0012400001GG4L3AAL","502495332","TAVINFOR - INFORMATICA, CONTABILIDADE E SERVIÇOS, LDA","AVENIDA DOUTOR MATEUS TEIXEIRA DE AZEVEDO, LOTE 3 R/C ESQ.","TAVIRA","8800-379","PT"
"0012400001GFkcZAAT","131629425","PIRES, JORGE MANUEL FERNANDES","RUA JOAQUIM BRAVO, 11","CHARNECA DA CAPARICA","2810-084","PT"
"0012400001HevrsAAB","509751423","PODER DA INTELIGÊNCIA - TECNOLOGIAS ESPECÍFICAS, LDA","AVENIDA INFANTE DOM HENRIQUE, 345 2º","LISBOA","1800-218","PT"
"0012400001Goav5AAB","514387319","DXTS - SOLUÇÕES TECNOLÓGICAS, LDA","PRACETA CIDADE DE BRAGA, 123","MONTIJO","2870-129","PT"
"0012400001HXdMDAA1","513178708","POSITIVELED, LDA","AVENIDA DOM ANTÓNIO CORREIA DE SÁ, 98, VILA VERDE - RAL","TERRUGEM","2705-905","PT"
"0012400001HXNaoAAH","503705683","TRAÇOS E ESPAÇOS - DESIGN E DECORAÇÃO, LDA","ESTRADA DE LEIRIA, 212 ESCRITÓRIO P, EDIFÍCIO PINUS PARK","MARINHA GRANDE","2430-527","PT"
"0012400001HZD35AAH","513788930","MEDIA MARKT MATOSINHOS - PRODUTOS INFORMÁTICOS E ELECTRÓNICOS, LDA","RUA CASAL DO CANAS, 5, ZONA COMERCIAL DE ALFRAGIDE","CARNAXIDE","2790-204","PT"
"0012400001HXdhZAAT","509987508","SECPIXEL - TECNOLOGIA E SEGURANÇA, LDA","RUA DOUTOR FRANCISCO SÁ CARNEIRO, LOTE 21 4B R/C ESQ.","CALDAS DA RAINHA","2500-206","PT"
"0012400001H7TyKAAV","509360599","EBI - INVESTIGAÇÃO E DESENVOLVIMENTO, UNIPESSOAL, LDA","RUA LINO DE ASSUNÇÃO, 14 R/C","PAÇO DE ARCOS","2770-109","PT"
"0012400001HZ4pDAAT","188786899","VASCONCELOS, MANUEL LEONARDO GONÇALVES","RUA DE SANTO ANTÓNIO DE CONTUMIL, 515 4 HAB.2","PORTO","4350-290","PT"
"0012400001H6HGxAAN","505756455","VITAMIX - INVESTIMENTOS IMOBILIÁRIOS, PUBLICIDADE E EVENTOS, LDA","AVENIDA 25 DE ABRIL, LOTE 91 5ºA, JARDIM DA RADIAL","RAMADA","2620-186","PT"
"0012400001H7Ed2AAF","501696083","B.W.H. DIETÉTICA E ARTIGOS DE DESPORTO - IMPORTAÇÃO, EXPORTAÇÃO E REPRESENTAÇÕES, LDA","URBANIZAÇÃO INDUSTRIAL DA CARAMBANCHA, LOTE 7C, CARREGADO","CARAMBACHA DE BAIXO","2580-461","PT"
"00124000013hK7lAAE","507536169","WELLPOS - TECNOLOGIAS AVANÇADAS DE GESTÃO, LDA","AVENIDA INFANTE DOM HENRIQUE, 345 1º","LISBOA","1800-218","PT"
"0012400000lAvCsAAK","508269601","OFISIS - SERVIÇOS E SISTEMAS INFORMÁTICOS, LDA","VIA CARLOS MOTA PINTO, 30 SALA BO CENTRO DE NEGÓCIOS DA MAIA","MAIA","4470-034","PT"
"0012400000l9aMzAAI","506218252","FASTCALL - SERVIÇOS DE TELECOMUNICAÇÕES E INFORMÁTICA, LDA","QUINTA DO GATO BRAVO, 14C","ALMADA","2810-069","PT"
"0012400000l9ZhUAAU","506582400","NOPRODIGITAL - COMERCIO DE EQUIPAMENTOS DE ESCRITORIO, LDA","RUA JOSÉ VIANA, LOTE 20-LOJA ESQ., CASAL NOVO","CANEÇAS","1685-609","PT"
"0012400000lB5P5AAK","507775090","PLATER IT - SERVIÇOS DE INFORMÁTICA, LDA","AVENIDA GENERAL NORTON DE MATOS, 59A R/C DTO.","MIRAFLORES","1495-148","PT"
"0012400000lBAHgAAO","507306198","SYMBYOSYS - DECORAÇÃO DE INTERIORES, LDA","RUA ANTÓNIO SILVA VALVERDE, LOTE 10 56 LOJA DTA., URBANIZAÇÃO DAS PIMENTEIRAS","LEIRIA","2415-767","PT"
"0012400000m3uu2AAA","503400726","COPITRÊS - CONSUMIVEIS E EQUIPAMENTOS DE ESCRITÓRIO, LDA","AVENIDA DO BRASIL, LOTE 11 LOJA 2/3","PORTIMÃO","8500-504","PT"
"0012400000m3ty6AAA","503297046","EMPIZINHOS - PEÇAS E ASSISTÊNCIA DE EMPILHADORES, LDA","TRAVESSA DA ALEGRIA, 135, ZONA INDUSTRIAL DE MILHEIROS","MAIA","4475-310","PT"
"0012400000lARlKAAW","503803391","RILOP - INFORMÁTICA E COMUNICAÇÃO, LDA","RUA HINTZE RIBEIRO, 40","AVEIRO","3800-359","PT"
"0012400000lAqs3AAC","505019981","DIGITOESTE - EQUIPAMENTOS E SERVIÇOS, LDA","ESTRADA NACIONAL 8, 1 PAVILHÃO 3, LAVRADIO","CALDAS DA RAINHA","2500-294","PT"
"0012400000lBAdNAAW","500146780","J.ROMA, LDA","PRAÇA DA FIGUEIRA, 12 1ºESQ.","LISBOA","1100-241","PT"
"00124000014HruHAAS","514208082","IBEROMASTER - MANUTENÇÃO E ACESSÓRIOS DE VEÍCULOS, LDA","AVENIDA PADRE JÚLIO FRAGATA, 113, EDIFÍCIO PRONTO","BRAGA","4710-413","PT"
"0012400000lAE9oAAG","509466338","AVEIDATA, UNIPESSOAL, LDA","Estrada do Vilar, 34","AVEIRO","3810-195","PT"
"00124000014I9rRAAS","513214291","GRUPO FOR BZNS, S.A.","RUA MATO CRUZ, 4, BAIRRO SENHORA DA LUZ","ÓBIDOS","2510-080","PT"
"00124000014JE9tAAG","503441430","TRIALARMES, LDA","RUA DA PATEIRA, 92, CORTINHAS","SÃO PEDRO MERELIM","4700-848","PT"
"0012400000l9ZzdAAE","505758717","GLOBAL STEP - SOLUÇÕES INFORMÁTICAS, LDA","AVENIDA DO BRASIL, 56","AMADORA","2700-134","PT"
"00124000014H9BtAAK","504889893","DECUNIFY - SOLUÇÕES DE COMUNICAÇÕES, S.A.","RUA DE ALBINO JOSÉ DOMINGUES, 509","MAIA","4470-034","PT"
"00124000014Jm7FAAS","514037172","FER.POS, UNIPESSOAL, LDA","AVENIDA NOSSA SENHORA DA ESPERANÇA, 21 R/C","FONTANELAS","2705-616","PT"
"00124000014HBNTAA4","500139547","COMINGERSOLL - COMÉRCIO E INDÚSTRIA DE EQUIPAMENTOS, S.A.","RUA FRATERNIDADE OPERÁRIA, 8","CARNAXIDE","2794-090","PT"
"0012400000lAS6hAAG","504842471","TRIMATRIZ - INFORMÁTICA, LDA","RUA DOUTOR MÁRIO SACRAMENTO, 79","AVEIRO","3810-106","PT"
"00124000014JYLFAA4","513723048","BCOMPTI, UNIPESSOAL, LDA","RUA LUÍSA NETO JORGE, 191, LEÇA DA PALMEIRA","MATOSINHOS","4450-570","PT"
"00124000014JIBQAA4","509401074","EQUIPROFI - EQUIPAMENTOS E PRODUTOS DE LIMPEZA, UNIPESSOAL, LDA","RUA DO ENGENHEIRO SABINO MARQUES, 124, ZONA INDUSTRIAL DA MAIA I SECTOR II","MAIA","4470-402","PT"
"0012400000lARrvAAG","505925990","PRINTHOUSE, LDA","Rua Vale Paraíso lt 12 Ponte de Eiras","Coimbra","3020-501","PT"
"0012400000l9zTDAAY","506110001","FOUR NOTES, CONSULTING, LDA","RUA VASCO SANTANA, 2 1ºESQ.","CARNAXIDE","2790-158","PT"
"00124000014KYgnAAG","514212268","CMN - IMPORT,EXPORT,TRADING, SOCIEDADE UNIPESSOAL, LDA","RUA ANTERO ANDRADE E SILVA, 73","SANTA MARIA DA FEIRA","4520-290","PT"
"0012400001BZyzhAAD","513575014","TRAÇADO CONSTANTE, LDA","RUA DOM PEDRO IV, 806","VALONGO","4440-633","PT"
"0012400001GmjBWAAZ","506228894","ALCAMO - CONSULTORIA E AUDITORIA EM GESTÃO, LDA","FOZ","FOZ","7580-511","PT"
"0012400001GnTDqAAN","513053603","BELONG2SUCCESS, LDA","RUA DA BARREIRA, EDIFÍCIO CENTRAL NORTE, LOJA C","ESPOSENDE","4740-575","PT"
"0012400001Gp7zxAAB","514495502","DIGITALT - SOFTWARE CLOUD AND DIGITAL MARKETING, UNIPESSOAL, LDA","RUA DOUTOR CARLOS PIRES FELGUEIRAS, 20 1ºLOJA 46","MAIA","4470-157","PT"
"0012400001GnAZnAAN","510135960","SGSI - SERVIÇOS E GESTÃO DE SISTEMAS DE INFORMAÇÃO, LDA","RUA VÍTOR DAMAS, LOTE 30 1ºB, CASAS DO LAGO","AMADORA","2720-801","PT"
"0012400001GFv9QAAT","505770849","XECOMPEX - EQUIPAMENTOS E SERVIÇOS, LDA","RUA DOS NAVEGANTES, BLOCO 5 R/C C/D, BELOURA BUSINESS CENTER","LINHÓ","2710-297","PT"
"0012400001GpCMLAA3","502112611","PAULETRONICA - COMÉRCIO DE MATERIAL ELECTRÓNICO, LDA","AVENIDA DOM AFONSO HENRIQUES, 15","SANTARÉM","2000-179","PT"
"0012400000YFOhZAAX","501943862","M.M. VAQUINHAS, LDA","RUA DE NOSSA SENHORA DA PIEDADE, 63","ALMARGEM DO BISPO","2715-452","PT"
"0012400000cfRFjAAM","504445529","ALOHA - BUSINESS & SOFTWARE SOLUTIONS, LDA","RUA DOUTOR ANTÓNIO LUÍS PEREIRA DE ALMEIDA, 9A","SETÚBAL","2910-402","PT"
"00124000019oH70AAE","507453662","WINREG, LDA","PRACETA AUGUSTO FERREIRA GEIRINHAS, LOTE 8 LOJA B","SACAVÉM","2685-023","PT"
"00124000016iyAMAAY","513406239","ANTUNES & CERQUEIRA, LDA","AVENIDA BARROS E SOARES, 423, ESTRADA NACIONAL 101","BRAGA","4715-213","PT"
"00124000015ZtCaAAK","501208674","LOGICENTRO - IMPORTAÇÃO E COMERCIALIZAÇÃO DE COMPUTADORES, LDA","RUA DO BRASIL, 310","COIMBRA","3030-775","PT"
"00124000015YUyfAAG","514018283","SER4SYST - SOLUÇÕES EMPRESARIAIS DE REFERÊNCIA, S.A.","RUA DE COSTA CABRAL, 2379","PORTO","4200-232","PT"
"00124000016jTtkAAE","","CIRRUSPATH, Inc","16253 Laguna Canyon Rd Suite 150","Irvine","92618","US"
"0012400000m6iMYAAY","509900690","INOVFLOW, BUSINESS SOLUTIONS, S.A.","AVENIDA DO FORTE, 6 SALA 2.12, EDIFÍCIO RAMAZZOTTI","CARNAXIDE","2790-072","PT"
